budget_year,fund_type,department,branch,program,category,account_type,budget 
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Planning and Office of Emergency Management,Personnel,Expense,1181000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Planning and Office of Emergency Management,Utilities and Other Charges,Expense,39000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Public Safety,External Services,Expense,92000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Public Safety,FTEs Only,Expense,0.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Public Safety,Intra-municipal Charges,Expense,19000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Public Safety,Intra-municipal Recoveries,Expense,-20000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Public Safety,"Materials, Goods, and Supplies",Expense,66000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Public Safety,Personnel,Expense,9690000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Public Safety,Utilities and Other Charges,Expense,87000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,External Services,Expense,135000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,FTEs Only,Expense,0.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,Intra-municipal Charges,Expense,24000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,"Materials, Goods, and Supplies",Expense,1900000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,Personnel,Expense,8131000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Technical Services,Utilities and Other Charges,Expense,499000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,External Services,Expense,253000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,Fleet Services,Expense,15336000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,FTEs Only,Expense,0.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,Intra-municipal Charges,Expense,557000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,"Materials, Goods, and Supplies",Expense,5787000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,Personnel,Expense,9234000.00
2023,Tax Supported,City Manager,Fire Rescue Services,CM/FRS - Training and Logistics,Utilities and Other Charges,Expense,155000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,External Services,Expense,975000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,Fleet Services,Expense,22000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,FTEs Only,Expense,0.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,Intra-municipal Charges,Expense,18000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,Intra-municipal Recoveries,Expense,-111000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,"Materials, Goods, and Supplies",Expense,72000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,Personnel,Expense,1385000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Corporate Security,Utilities and Other Charges,Expense,11000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,External Services,Expense,255000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,FTEs Only,Expense,0.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,Intra-municipal Charges,Expense,230000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,Intra-municipal Recoveries,Expense,-4383000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,"Materials, Goods, and Supplies",Expense,677000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,Personnel,Expense,12500000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Legal Services,Utilities and Other Charges,Expense,207000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,External Services,Expense,8000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,FTEs Only,Expense,0.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,Intra-municipal Charges,Expense,20000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,Intra-municipal Recoveries,Expense,-75000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,"Materials, Goods, and Supplies",Expense,20000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,Personnel,Expense,1836000.00
2023,Tax Supported,City Manager,Legal Services,CM/LGL - Risk Management,Utilities and Other Charges,Expense,10000.00
2023,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Elections and Census,External Services,Expense,403000.00
2023,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Elections and Census,FTEs Only,Expense,0.00
2023,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Elections and Census,"Materials, Goods, and Supplies",Expense,230000.00
2023,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Elections and Census,Personnel,Expense,516000.00
2023,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Elections and Census,Utilities and Other Charges,Expense,7000.00
2023,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",External Services,Expense,1455000.00
2023,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",Fleet Services,Expense,21000.00
2023,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",FTEs Only,Expense,0.00
2023,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",Intra-municipal Charges,Expense,188000.00
2023,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration","Materials, Goods, and Supplies",Expense,377000.00
2023,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",Personnel,Expense,6317000.00
2023,Tax Supported,City Manager,Office of the City Clerk,"CM/OCC - Governance, Tribunals, Corporate Information Governance and Administration",Utilities and Other Charges,Expense,5204000.00
2023,Tax Supported,City Manager,Office of the City Clerk,CM/OCC - Office of the Integrity Commissioner,External Services,Expense,150000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,External Services,Expense,136000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,FTEs Only,Expense,0.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,Intra-municipal Charges,Expense,25000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,"Materials, Goods, and Supplies",Expense,201000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,Personnel,Expense,3605000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Business Performance Program,Utilities and Other Charges,Expense,89000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,External Services,Expense,2012000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,Fleet Services,Expense,9000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,FTEs Only,Expense,0.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,Intra-municipal Charges,Expense,1260000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,"Materials, Goods, and Supplies",Expense,124000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,Personnel,Expense,2918000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Civic Events and Partnerships,Utilities and Other Charges,Expense,1994000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,External Services,Expense,7920000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Fleet Services,Expense,2829000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,FTEs Only,Expense,0.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Intra-municipal Charges,Expense,2971000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Intra-municipal Recoveries,Expense,-24000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,"Materials, Goods, and Supplies",Expense,9142000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Personnel,Expense,71481000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Transfer to Reserves,Expense,1311000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Facility Operations,Utilities and Other Charges,Expense,19584000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Partnership and Organizational Development,Personnel,Expense,-46000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,External Services,Expense,381000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,Fleet Services,Expense,632000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,FTEs Only,Expense,0.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,Intra-municipal Charges,Expense,278000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,"Materials, Goods, and Supplies",Expense,291000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,Personnel,Expense,2541000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - River Valley Parks and Facilities,Utilities and Other Charges,Expense,1623000.00
2023,Tax Supported,Community Services,Community Recreation and Culture,CS/CRC - Strategic Design,Personnel,Expense,-69000.00
2023,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,External Services,Expense,861000.00
2023,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,FTEs Only,Expense,0.00
2023,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,Intra-municipal Charges,Expense,18000.00
2023,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,"Materials, Goods, and Supplies",Expense,98000.00
2023,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,Personnel,Expense,7652000.00
2023,Tax Supported,Community Services,Community Standards and Neighbourhoods,CIT/CSN - Neighbourhoods Services,Utilities and Other Charges,Expense,502000.00
2023,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,External Services,Expense,1395000.00
2023,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,Fleet Services,Expense,1574000.00
2023,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,FTEs Only,Expense,0.00
2023,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,Intra-municipal Charges,Expense,429000.00
2023,Tax Supported,Community Services,Community Standards and Neighbourhoods,CS/CSN - Animal Care and Pest Management,Intra-municipal Recoveries,Expense,-15000.00
